name,address-street,address-zipcode,address-place,google_search_link,category,phone,adress,website,email,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
Sanitätshaus Till Schiebler Lars Knothe e.K.,Langberger Weg 4,24941.0,Flensburg,https://www.google.de/search?q=Sanit%C3%A4tshaus+Till+Schiebler+Lars+Knothe+e.K.+Langberger+Weg+4+24941+Flensburg,Inkontinenzhilfen%2C+ableitend,+49 461 57770,"Robert-Koch-Str. 56, 24937 Flensburg",,info@sanitaetshaus-schiebler.de,,Sanitätshaus,Till Schiebler,Eingetragener Kaufmann,,,https://www.companyhouse.de/Sanitaetshaus-Till-Schiebler-Inh-Lars-Knothe-eK-Flensburg
MPF Medicalprodukte Vertrieb Flensburg GmbH,Birklück 16,24999.0,Wees,https://www.google.de/search?q=MPF+Medicalprodukte+Vertrieb+Flensburg+GmbH+Birkl%C3%BCck+16+24999+Wees,Inkontinenzhilfen%2C+ableitend,+49 461 6742360,"Birklück 16, 24999 Wees",,,Pharmazie,Sanitätshaus,"Kay Kruse, Dirk Dohmann",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/MPF-Medicalprodukte-Vertrieb-Flensburg-GmbH-Wees
Sanitätshaus Schütt & Jahn GmbH,Twedter Plack 1,24944.0,Flensburg,https://www.google.de/search?q=Sanit%C3%A4tshaus+Sch%C3%BCtt+%26+Jahn+GmbH+Twedter+Plack+1+24944+Flensburg,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,https://www.companyhouse.de/Sanitaetshaus-Schuett-Jahn-GmbH
SENA cura GmbH,Wiesharder Markt 16,24983.0,Handewitt,https://www.google.de/search?q=SENA+cura+GmbH+Wiesharder+Markt+16+24983+Handewitt,Inkontinenzhilfen%2C+ableitend,+49 4608 9714848,"Wiesharder Markt 16, 24983 Handewitt",senacura.de,info@senacura.de,Ambulante Pflegedienstleistungen,"SENA cura GmbH ist ein ambulanter Pflegedienst, hochqualifizierte Pflegekräfte bereitstellt, um Menschen ein Leben in ihrer gewohnten Umgebung zu ermöglichen. Das Unternehmen zeichnet sich durch einen 24/7 Bereitschaftsdienst aus und ermöglicht Termine nach telefonischer Vereinbarung.",Natascha Püpke,HRB 12065 FL Amtsgericht Flensburg,,,https://www.companyhouse.de/SENA-cura-GmbH-Handewitt
motion-center Holger Otto GmbH,Stadtweg 47,24837.0,Schleswig,https://www.google.de/search?q=motion-center+Holger+Otto+GmbH+Stadtweg+47+24837+Schleswig,Inkontinenzhilfen%2C+ableitend,+49 4331 46700,"Büsumerstr. 32-36, 24768 Rendsburg",,,Großhandel,Sanitätshaus,"Rüdiger Hofmann, Torsten Meyer",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/motion-center-Holger-Otto-GmbH-Rendsburg
Schütt & Grundei Sanitätshaus und,Königstr. 91,23552.0,Lübeck,https://www.google.de/search?q=Sch%C3%BCtt+%26+Grundei+Sanit%C3%A4tshaus+und+K%C3%B6nigstr.+91+23552+L%C3%BCbeck,Inkontinenzhilfen%2C+ableitend,,"Grapengießerstraße 21, 23556 Lübeck",,,Herstellung von sonstigen Waren,"Herstellung, Bearbeitung und Vertrieb serienmäßiger und einzelner orthopädie-technischer Hilfsmittel und Bandagenteile sowie sonstiger Erzeugnisse für den Orthopädie- und Sanitätsbedarf. Die Gesellschaft ist berechtigt, sich zu diesem Zweck an gleichartigen oder ähnlichen Unternehmen zu beteiligen und Kooperationen einzugehen.",,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Schuett-Grundei-Sanitaetshaus-und-Orthopaedietechnik-GmbH-Luebeck
Klindwort Sanitätshaus und Orthopädietechnik,Erika-Gerstung-Str. 2,23568.0,Lübeck,https://www.google.de/search?q=Klindwort+Sanit%C3%A4tshaus+und+Orthop%C3%A4dietechnik+Erika-Gerstung-Str.+2+23568+L%C3%BCbeck,Inkontinenzhilfen%2C+ableitend,+49 451 2925080,"Gneisenaustraße 16, 23611 Bad Schwartau",klindwort-sani.de,info@klindwort-sani.de,Medizinische Hilfsmittel und Orthopädietechnik,"Klindwort Sanitätshaus und Orthopädietechnik GmbH & Co. KG ist ein Unternehmen, medizinische Hilfsmittel anbietet. Das Unternehmen zeichnet sich durch ein fröhliches Team aus, mit Begeisterung die vielfältigen Aufgaben annimmt. Der Zweck seiner Geschäftstätigkeit ist es, Menschen zu helfen und ihnen medizinische Hilfsmittel anzubieten.","Torben Brandenburg, Alfred Sebastian Klindwort",HRA 7168 HL Amtsgericht Lübeck,,,https://www.companyhouse.de/Klindwort-Sanitaetshaus-und-Orthopaedietechnik-GmbH-Co-KG-Bad-Schwartau
Schütt und Grundei Sanitätshaus und,Grapengießerstr. 21,23556.0,Lübeck,https://www.google.de/search?q=Sch%C3%BCtt+und+Grundei+Sanit%C3%A4tshaus+und+Grapengie%C3%9Ferstr.+21+23556+L%C3%BCbeck,Inkontinenzhilfen%2C+ableitend,,"Grapengießerstraße 21, 23556 Lübeck",,,Herstellung von sonstigen Waren,"Herstellung, Bearbeitung und Vertrieb serienmäßiger und einzelner orthopädie-technischer Hilfsmittel und Bandagenteile sowie sonstiger Erzeugnisse für den Orthopädie- und Sanitätsbedarf. Die Gesellschaft ist berechtigt, sich zu diesem Zweck an gleichartigen oder ähnlichen Unternehmen zu beteiligen und Kooperationen einzugehen.",Jaana Grundei-Lorenzen,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Schuett-Grundei-Sanitaetshaus-und-Orthopaedietechnik-GmbH-Luebeck
MediKa Agneta Kallweit e.K.,Rapsacker 12 a,23556.0,Lübeck,https://www.google.de/search?q=MediKa+Agneta+Kallweit+e.K.+Rapsacker+12+a+23556+L%C3%BCbeck,Inkontinenzhilfen%2C+ableitend,,,,info@medika-kallweit.de,Hilfsmittel und Pflegeprodukte,Sanitätshaus,,,,,https://www.companyhouse.de/MediKa-Agneta-Kallweit-eK-Luebeck
unizell MEDICARE GmbH,Pohnsdorfer Str. 3,23611.0,Bad Schwartau,https://www.google.de/search?q=unizell+MEDICARE+GmbH+Pohnsdorfer+Str.+3+23611+Bad+Schwartau,Inkontinenzhilfen%2C+ableitend,+49 451 39890530,"Sierksdorferstr. 61, 23730 Neustadt in Holstein",homecare-partner.de,info@muus-gmbh.de,Pflege und Altenpflege,No-information,Kerstin Weiffen,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Gerontopsychiatrisches-Alten-und-Pflegeheim-Juergen-Heinrich-Muus-GmbH-Neustadt-in-Holstein
OSG Sanitätshaus Grommisch Inh. Karsten Grommisch e.K,Dorfstr. 52,23701.0,Süsel,https://www.google.de/search?q=OSG+Sanit%C3%A4tshaus+Grommisch+Inh.+Karsten+Grommisch+e.K+Dorfstr.+52+23701+S%C3%BCsel,Inkontinenzhilfen%2C+ableitend,+49 4529 1067,"Dorfstraße 52, 23701 Eutin",,,"Orthopädische Hilfsmittel und Technik, sowie Schuhtechnik","OSG Sanitätshaus Grommisch Inh. Karsten Grommisch e.K. ist ein zertifizierter Meisterbetrieb, sich auf Orthopädie-Schuhtechnik und orthopädische Hilfsmittel spezialisiert hat. Das Unternehmen, geleitet von Karsten Grommisch, ist bestrebt, Menschen durch seine Produkte und Dienstleistungen ein gesünderes und leichteres Leben zu ermöglichen.","Karsten Grommisch, Annette Flüh, Florian Jaekel",Eingetragener Kaufmann,,,https://www.companyhouse.de/OSG-Sanitaetshaus-Grommisch-Inh-Karsten-Grommisch-eK-Eutin
Apotheke in Sülfeld Dirk Hagemeister,Am Markt 11,23867.0,Sülfeld,https://www.google.de/search?q=Apotheke+in+S%C3%BClfeld+Dirk+Hagemeister+Am+Markt+11+23867+S%C3%BClfeld,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Saggau Jutta,Segeberger Landstr. 28,24619.0,Bornhöved,https://www.google.de/search?q=Saggau+Jutta+Segeberger+Landstr.+28+24619+Bornh%C3%B6ved,Inkontinenzhilfen%2C+ableitend,+49 4323 90680,"Segeberger Landstr. 28, 24619 Bornhöved",,,Großhandel,Handel und Reparatur von Rehabilitationsmitteln,Jutta Saggau,HRA 939 SE Amtsgericht Kiel,,,https://www.companyhouse.de/Jutta-Saggau-REHA-Technik-e-Kfr-Bornhoeved
Kranz GmbH,Bellevue 1-3,23968.0,Gägelow,https://www.google.de/search?q=Kranz+GmbH+Bellevue+1-3+23968+G%C3%A4gelow,Inkontinenzhilfen%2C+ableitend,+49 3841 62900,"Bellevue 1-3, 23968 Gägelow",kranz-vision.de,info@med-technik-kranz.de,"Medizintechnik, Sauerstoffsensoren","Herstellung, Erwerb, Vertrieb und Instandhaltung von medizintechnischen Geräten, Medizinprodukten und Zubehörteilen, von computergestützter Hard- und Software für Medizin- und Rehabilitationstechnik sowie alle damit zusammenhängenden Geschäfte.","Matthias Kranz, Stefan Kranz, Jürgen K. Kranz",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Kranz-GmbH-Gaegelow
Tarpenbek-Apotheke Dirk Hagenmeister,Am Tarpenufer 6,22848.0,Norderstedt,https://www.google.de/search?q=Tarpenbek-Apotheke+Dirk+Hagenmeister+Am+Tarpenufer+6+22848+Norderstedt,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Apotheke Am Ochsenzoll Inh. Dirk Hagemeister,Ohechaussee 11,22848.0,Norderstedt,https://www.google.de/search?q=Apotheke+Am+Ochsenzoll+Inh.+Dirk+Hagemeister+Ohechaussee+11+22848+Norderstedt,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Brandes & Diesing OHG Vital Centrum,Rathenaustr. 15,30159.0,Hannover,https://www.google.de/search?q=Brandes+%26+Diesing+OHG+Vital+Centrum+Rathenaustr.+15+30159+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
TERASKE ORTHO REHA GmbH & Co. KG,Rundestr. 5,30161.0,Hannover,https://www.google.de/search?q=TERASKE+ORTHO+REHA+GmbH+%26+Co.+KG+Rundestr.+5+30161+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Brandes & Diesing OHG,Königstr. 44,30175.0,Hannover,https://www.google.de/search?q=Brandes+%26+Diesing+OHG+K%C3%B6nigstr.+44+30175+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Teraske Ortho Reha GmbH & Co. KG,Leinstr. 33,30159.0,Hannover,https://www.google.de/search?q=Teraske+Ortho+Reha+GmbH+%26+Co.+KG+Leinstr.+33+30159+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Apotheke am Klagesmarkt Peter Ulbert,Am Klagesmarkt 12,30159.0,Hannover,https://www.google.de/search?q=Apotheke+am+Klagesmarkt+Peter+Ulbert+Am+Klagesmarkt+12+30159+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
DIAKOVERE Pflegedienste gGmbH,Calenberger Str. 40,30169.0,Hannover,https://www.google.de/search?q=DIAKOVERE+Pflegedienste+gGmbH+Calenberger+Str.+40+30169+Hannover,Inkontinenzhilfen%2C+ableitend,,"Osterstraße 40, 30169 Hannover",,,Soziale Einrichtungen,"Pflege und Betreuung von pflegebedürftigen kranken und alten Menschen, von Schwerstkranken und Sterbenden sowie Unterstützung und Begleitung von ihren Zugehörigen. Die Gesellschaft ist als übernehmender Rechtsträger nach Maßgabe des Verschmelzungsvertrages vom.","Sabine Jung, Anke Reichwald, Diplom-rel. Päd",Gemeinnützige Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/DIAKOVERE-Pflegedienste-gGmbH-Hannover
Brandes & Diesing OHG Vital-Centrum,Falkenstr. 27,30449.0,Hannover,https://www.google.de/search?q=Brandes+%26+Diesing+OHG+Vital-Centrum+Falkenstr.+27+30449+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
reha & sport GmbH Detlef Zinke,Karl-Thiele-Weg 17,30169.0,Hannover,https://www.google.de/search?q=reha+%26+sport+GmbH+Detlef+Zinke+Karl-Thiele-Weg+17+30169+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Leonoren-Apotheke Peter Ulbert,Ricklinger Stadtweg 33,30459.0,Hannover,https://www.google.de/search?q=Leonoren-Apotheke+Peter+Ulbert+Ricklinger+Stadtweg+33+30459+Hannover,Inkontinenzhilfen%2C+ableitend,,"Ricklinger Stadtweg 33 / Plengestr. 2, 30459 Hannover",,,Einzelhandel,,Peter Ulbert,,,,https://www.companyhouse.de/Leonoren-Apotheke-Peter-Ulbert-e-K-Hannover
sana-one GmbH,Sokelantstr. 8,30165.0,Hannover,https://www.google.de/search?q=sana-one+GmbH+Sokelantstr.+8+30165+Hannover,Inkontinenzhilfen%2C+ableitend,+49 8031 222030,"Otto-Spielmann-Str. 2, 38820 Halberstadt",sana-one.de,info@sana-one.de,Herstellung und Vertrieb von harnableitenden und endo-urologischen Produkten,"Sana-one GmbH ist ein Unternehmen, sich auf die Herstellung und Bereitstellung hochwertiger endo-urologischer und Homecare-Produkte spezialisiert hat. Das Unternehmen ist bekannt für seine Innovationen und Fertigung in Deutschland. Der Fokus liegt darauf, Pflege von Patienten so angenehm wie möglich zu gestalten und eine breite Produktpalette anzubieten.","Artur Müller, Artur Mueller",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/sana-one-GmbH-Halberstadt
Stöppel Stephan,Wallensteinstr. 15,30459.0,Hannover,https://www.google.de/search?q=St%C3%B6ppel+Stephan+Wallensteinstr.+15+30459+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
GPV mbH,Ikarusallee 2,30179.0,Hannover,https://www.google.de/search?q=GPV+mbH+Ikarusallee+2+30179+Hannover,Inkontinenzhilfen%2C+ableitend,,,,20info@gpv-homecare.de,Ambulante Versorgung von parenteral und enteral ernährten Patienten,"GPV - Gesellschaft zur ambulanten Versorgung parenteral und enteral ernährter Patienten mbH bietet ambulante Versorgungsdienstleistungen für parenteral und enterale Ernährung von Patienten an. Das Unternehmen zeichnet sich durch seine 24/7 Erreichbarkeit und umfassenden Leistungen in den Bereichen Enterale Versorgung, Parenterale Versorgung, Wundversorgung und mehr aus. Der Zweck der Geschäftstätigkeit von GPV ist es, patientenorientierte und qualitativ hochwertige Versorgungsdienstleistungen anzubieten.","Kathrin McGuinness, Dr. Fabian Elfeld",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/GPV-Gesellschaft-zur-ambulanten-Versorgung-parenteral-und-enteral-ernaehrter-Patienten-mbH-Hannover
Sanitätshaus by Dr. Trettin Inh. Dr. Arne Trettin,Tresckowstr. 18 a,30457.0,Hannover,https://www.google.de/search?q=Sanit%C3%A4tshaus+by+Dr.+Trettin+Inh.+Dr.+Arne+Trettin+Tresckowstr.+18+a+30457+Hannover,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
well-aqua GmbH,Prinz-Albrecht-Ring 6,30657.0,Hannover,https://www.google.de/search?q=well-aqua+GmbH+Prinz-Albrecht-Ring+6+30657+Hannover,Inkontinenzhilfen%2C+ableitend,+49 511 9696686,"Prinz-Albrecht-Ring 6, 30657 Hannover",,,,"Ich muss Ihnen mitteilen, dass die bereitgestellten Website-Daten nicht genügend Informationen enthalten, um die Frage zu beantworten. Es gibt keine Hinweise auf die Produkte, Dienstleistungen oder Geschäftstätigkeit von Well-Aqua GmbH Wellness & Gesundheit. Die bereitgestellten Informationen beziehen sich hauptsächlich auf rechtliche und technische Aspekte der Website.",Jürgen Dunkel,HRB 61843 Amtsgericht Hannover,,,https://www.companyhouse.de/Well-Aqua-GmbH-Wellness-Gesundheit-Hannover
K&G Handelsgesellschaft UG (haftungsbeschränkt),Bunzlauer Str. 3,30853.0,Langenhagen,https://www.google.de/search?q=K%26G+Handelsgesellschaft+UG+%28haftungsbeschr%C3%A4nkt%29+Bunzlauer+Str.+3+30853+Langenhagen,Inkontinenzhilfen%2C+ableitend,,"Bunzlauerstr. 3, 30853 Langenhagen",,,Großhandel,"Vermittlung und Vertrieb von Hygieneartikeln, Gebäudereinigung, Einkaufsberatung für Hygieneprodukte.","Jan-Philipp Frese, Ferry Krüger",HRB 209459 Amtsgericht Hannover,,,https://www.companyhouse.de/K-G-Handelsgesellschaft-UG-Langenhagen
Homecare von Morgen GmbH,Immengarten 12,30926.0,Seelze,https://www.google.de/search?q=Homecare+von+Morgen+GmbH+Immengarten+12+30926+Seelze,Inkontinenzhilfen%2C+ableitend,,"An der Hasenkaule 10, 50354 Hürth",,,Großhandel,Handel und Vertrieb sowie evtl. Produktion von medizinischen Hilfsmitteln und verwandten Produktfeldern. Ganz besonders ist dieses Unternehmen ein sonstiger Leistungserbringer der Krankenkassen und erbringt alle dazugehörigen Dienstleistungen.,"Bart Bosch, Thorsten Rudolph",HRB 112591 Amtsgericht Köln,,,https://www.companyhouse.de/Homecare-von-Morgen-GmbH-Huerth
Strehlow GmbH,Am Markt 3,30989.0,Gehrden,https://www.google.de/search?q=Strehlow+GmbH+Am+Markt+3+30989+Gehrden,Inkontinenzhilfen%2C+ableitend,+49 391 505660,"Havelstraße 23, 39126 Magdeburg",strehlow.info,info@strehlow.info,Handel und Dienstleistungen im Bereich medizinischer Hilfsmittel,"Handel, Vertrieb und Service von Rehabilitationsmitteln, Sanitäts- und Medizintechnik, Reparatur von Krankenstühlen. Die Gesellschaft ist als Bildungsträger im Bereich der Gesundheits- und Pflegeberufe tätig. Gegenstand des Unternehmens ist die Förderung der Aus- und Weiterbildung durch die Vermittlung von Kenntnissen, Fähigkeiten und Fertigkeiten in sozialen, therapeutischen sowie pflegerischen Berufen. Die Gesellschaft entwickelt Projekte im Bereich des Gesundheitswesens und Wohlfahrtspflege.","Tobias Taeger, Christoph Strehlow, Uwe Strehlow",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Strehlow-GmbH-Magdeburg
medtech GmbH Bernd Badorek,Tannenweg 5,31848.0,Bad Münder,https://www.google.de/search?q=medtech+GmbH+Bernd+Badorek+Tannenweg+5+31848+Bad+M%C3%BCnder,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
PubliCare GmbH,Kreuzacker 2,31177.0,Harsum,https://www.google.de/search?q=PubliCare+GmbH+Kreuzacker+2+31177+Harsum,Inkontinenzhilfen%2C+ableitend,+49 5127 98570,"Am Wassermann 20-22, 50829 Köln",nomamed.de,info@nomamed.de,Medizinische Versorgung und Homecare-Produkte,,Leah Christine Bayer,,,,https://www.companyhouse.de/PubliCare-GmbH-Koeln
Sanitätshaus o.r.t. GmbH,Bismarckplatz 10 - 11,31135.0,Hildesheim,https://www.google.de/search?q=Sanit%C3%A4tshaus+o.r.t.+GmbH+Bismarckplatz+10+-+11+31135+Hildesheim,Inkontinenzhilfen%2C+ableitend,+49 551 37071100,"Maschmühlenweg 47, 37081 Göttingen",,info@o-r-t.de,Großhandel,"Fertigung und Herstellung von orthopädischen Produkten der Bereiche Orthetik, Prothetik, Rehasonderbau, Orthopädie-Schuhtechnik und deren Vertrieb sowie Handel mit Gesundheits-/Medizinprodukten aller Art in den Bereichen Rehabilitationstechnik, Homecare und Sanitätshaus.",Felix Neumann,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-ort-GmbH-Goettingen
VIVAS RehaMed GmbH,Gewerbering 10 a,29352.0,Adelheidsdorf,https://www.google.de/search?q=VIVAS+RehaMed+GmbH+Gewerbering+10+a+29352+Adelheidsdorf,Inkontinenzhilfen%2C+ableitend,,,,,Großhandel,Fachhandel für Reha- und Medizintechnik nebst aller damit im Zusammenhang stehenden Tätigkeiten,"Carsten Meiwald, Falk Ulbricht",HRB 210734 Amtsgericht Lüneburg,,,https://www.companyhouse.de/VIVAS-RehaMed-GmbH-Adelheidsdorf
Provital GmbH,Steintorstr. 25,31028.0,Gronau,https://www.google.de/search?q=Provital+GmbH+Steintorstr.+25+31028+Gronau,Inkontinenzhilfen%2C+ableitend,+49 162 4557570,"Bergstraße 15, 82024 Taufkirchen",provital.com,info@provital.com,Die Provital GmbH ist im Bereich der Herstellung und des Vertriebs von Lebensmitteln in Premium-Qualität tätig,"Handelsgewerbe, insbesondere der Handel mit Waren aller Art und Produktion im Bereich Lebensmittel und Futtermittel.",,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Provital-GmbH-Taufkirchen
Markt-Apotheke Klaus Horst jr.,Heidtorstr. 10,31547.0,Rehburg-Loccum,https://www.google.de/search?q=Markt-Apotheke+Klaus+Horst+jr.+Heidtorstr.+10+31547+Rehburg-Loccum,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Sanitätshaus Ordelheide & Hillmann GmbH,Obernstr. 27,31655.0,Stadthagen,https://www.google.de/search?q=Sanit%C3%A4tshaus+Ordelheide+%26+Hillmann+GmbH+Obernstr.+27+31655+Stadthagen,Inkontinenzhilfen%2C+ableitend,,"Obernstr. 27, 31655 Stadthagen",,,Herstellung von sonstigen Waren,"Handel, Vertrieb und Herstellung von orthopädischen Hilfsmitteln aller Art. Die Gesellschaft kann alle Geschäfte betreiben, dem Gesellschafts- zweck unmitttelbar oder mittelbar zu dienen geeignet sind. Sie kann Zweigniederlassung errichten und sich an gleichartigen oder ähnlichen Unternehmen beteiligen.","Frank Grugel, Bernd Hillmann",HRB 201042 Amtsgericht Stadthagen,,,https://www.companyhouse.de/Sanitaetshaus-Ordelheide-Hillmann-GmbH-Stadthagen
Sanitätshaus Meyer GmbH,Deisterallee 14,31785.0,Hameln,https://www.google.de/search?q=Sanit%C3%A4tshaus+Meyer+GmbH+Deisterallee+14+31785+Hameln,Inkontinenzhilfen%2C+ableitend,,"Sand 35, 21073 Hamburg",,,"Beratung, Herstellung und Reparatur von Hilfsmitteln und orthopädischen Erzeugnissen","Sanitätshaus Meyer GmbH ist ein Unternehmen, sich auf Beratung, Herstellung und Reparatur von Hilfsmitteln und orthopädischen Erzeugnissen spezialisiert hat. Es ist bekannt für sein kompetentes Team, aus speziell ausgebildeten und staatlich anerkannten Medizin-Produktberatern besteht. Ihr Ziel ist es, Lebensqualität der Kunden zu verbessern, indem sie innovative Hilfsmittel bereitstellen.",Manfred Reinecke,HRB 105784 Amtsgericht Hamburg,,,https://www.companyhouse.de/Sanitaetshaus-Meyer-GmbH-Hamburg
Homeyer - medical Friedrich Homeyer,Thiewall 7,31840.0,Hessisch Oldendorf,https://www.google.de/search?q=Homeyer+-+medical+Friedrich+Homeyer+Thiewall+7+31840+Hessisch+Oldendorf,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Sanitätshaus Südheide GmbH,Ackerstr. 9 a,29331.0,Lachendorf,https://www.google.de/search?q=Sanit%C3%A4tshaus+S%C3%BCdheide+GmbH+Ackerstr.+9+a+29331+Lachendorf,Inkontinenzhilfen%2C+ableitend,+49 5145 286650,"Ackerstraße 9A, 29331 Lachendorf",sanitaetshaus-suedheide.de,info@sanitaetshaus-suedheide.de,"Sanitäts- und Hilfsmittel, Medizintechnik, Mobilitätshilfen, Pflege & Wellness","Sanitätshaus Südheide GmbH ist ein Anbieter von Hilfsmitteln, Medizintechnik und Mobilitätshilfen. Es zeichnet sich durch Serviceleistungen wie Beratung zu Hause, Lieferung und Montage sowie einen 24-Stunden-Notdienst aus. Ihr Ziel ist es, Pflege und Wellness zu fördern.","Alina Berkhan, Ulrike Hamann",HRB 201423 Amtsgericht Lüneburg,,,https://www.companyhouse.de/Sanitaetshaus-Suedheide-GmbH-Lachendorf
Worthmann Birgit,Kurt-Hujer-Weg 4,29693.0,Hodenhagen,https://www.google.de/search?q=Worthmann+Birgit+Kurt-Hujer-Weg+4+29693+Hodenhagen,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Sanitätshaus Becker Stefan Becker,Buchenweg 2,31855.0,Aerzen,https://www.google.de/search?q=Sanit%C3%A4tshaus+Becker+Stefan+Becker+Buchenweg+2+31855+Aerzen,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
SAN-Aktiv Homecare GmbH,Kattowitzer Str. 191,38226.0,Salzgitter,https://www.google.de/search?q=SAN-Aktiv+Homecare+GmbH+Kattowitzer+Str.+191+38226+Salzgitter,Inkontinenzhilfen%2C+ableitend,,"Kattowitzer Straße 191, 38226 Salzgitter",,,Großhandel,"Handel inkl. Import & Export und Vertrieb von Heil- und Hilfsmitteln sowie Pflegeprodukten und verwandter Produkte der häuslichen Krankenpflege, sofern keine Apothekenpflicht besteht, - Schulungen, Seminare, Fort- und Weiterbildung von Mitarbeitern und Führungskräften von Anbietern sozialer Dienstleistungen, - multimediale und internetbasierte Schulungen, Seminare, Fort- und Weiterbildung von Mitarbeitern und Führungskräften von Anbietern sozialer Dienstleistungen; Eventmanagement und Veranstaltungen von Anbietern sozialer Dienstleistungen, - die Schulung und Beratung von Patienten und Angehörigen, auch über multimedia- und internetbasierte Plattformen, - der Vertrieb und Entwicklung von Softund Hardwarelösungen, - die Eigenproduktion von Heil- und Hilfsmitteln sowie Pflegeprodukten.",Michael D. Köhler,HRB 211179 Amtsgericht Braunschweig,,,https://www.companyhouse.de/SAN-Aktiv-Homecare-GmbH-Salzgitter
