id,ik,locationName,address,coordinates,distance,email,website,furtherProducts,phone,adress,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
59369,512530722,Haus Aurelius SZB Aachen Alten- und Pflegeheim GmbH,"{'street': 'Hauptstr. 15', 'streetAddition': '', 'zip': '52538', 'city': 'Gangelt', 'phone': '', 'title': '', 'active': False}","{'lat': 51.005372947613, 'lon': 6.0232779113693}",0,,,[],+49 241 4703590,"Hauptstraße 15, 52538 Gangelt",Soziale Einrichtungen,Seniorenheim,"Johannes Antonius Maria Heinrichs, Karin Maria Heinrichs",HRB 15152 Amtsgericht Aachen,,,https://www.companyhouse.de/Haus-Aurelius-SZB-Aachen-Alten-und-Pflegeheim-GmbH-Gangelt
59555,511002026,Haus Bliesaue,"{'street': 'Heerstr. 31', 'streetAddition': '', 'zip': '66564', 'city': 'Ottweiler', 'phone': '', 'title': '', 'active': False}","{'lat': 49.409050993504, 'lon': 7.1694956948925}",0,,,[],,,,,,,,,
59735,510530114,Haus Cadenbach GmbH,"{'street': 'Weberstr. 10', 'streetAddition': '', 'zip': '52064', 'city': 'Aachen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.767371859361, 'lon': 6.0772898364792}",0,vorstandsvorsitzender@luisenhospital.de,luisenhospital.de,[],+49 241 4140,"Boxgraben 99, 52064 Aachen",Pflege- und Wohnlösungen,"Haus Cadenbach GmbH ist spezialisiert auf Wohn- und Pflegekonzepte, sich durch ein Demenzkonzept, Palliativkonzept, Hygienezertifikat und Qualitätsmanagement auszeichnen. Das Unternehmen bietet Dienstleistungen wie Kurzzeitpflege, Freizeitgestaltung, medizinische Versorgung und Begleitung durch Angehörige an.",,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Haus-Cadenbach-GmbH-Aachen
59275,510721694,Haus Casa Reha Birkenhof,"{'street': 'Kölner Str. 37', 'streetAddition': '', 'zip': '54634', 'city': 'Bitburg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.978813958862, 'lon': 6.5261919976721}",0,,,[],,,,,,,,,
58948,510644634,Haus der Betreuung und Pflege Altkönigstraße,"{'street': 'Altkönigstr. 5', 'streetAddition': '', 'zip': '61440', 'city': 'Oberursel', 'phone': '', 'title': '', 'active': False}","{'lat': 50.201583965245, 'lon': 8.5747209513617}",0,,,[],,,,,,,,,
59287,512640326,Haus der Betreuung und Pflege Bettinahof  Vollstationäre Pflege,"{'street': 'Altenhöferallee 74 - 78', 'streetAddition': '', 'zip': '60438', 'city': 'Frankfurt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.17777798257, 'lon': 8.6297229995778}",0,,,[],,,,,,,,,
59671,510592324,Haus der Betreuung und Pflege Curanum Geseke,"{'street': 'Gerberstr. 8', 'streetAddition': '', 'zip': '59590', 'city': 'Geseke', 'phone': '', 'title': '', 'active': False}","{'lat': 51.643558967162, 'lon': 8.5128449945916}",0,,,[],,,,,,,,,
59905,511520205,Haus der Betreuung und Pflege Curanum Merseburg,"{'street': 'Oeltzschner Str. 120', 'streetAddition': '', 'zip': '06217', 'city': 'Merseburg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.35858496464, 'lon': 11.977531971253}",0,,,[],,,,,,,,,
59656,510311108,Haus der Betreuung und Pflege Vienenburg,"{'street': 'Heilerstr. 2', 'streetAddition': '', 'zip': '38690', 'city': 'Goslar', 'phone': '', 'title': '', 'active': False}","{'lat': 51.955544955472, 'lon': 10.560172990578}",0,,,[],,,,,,,,,
9094,590340465,Haus der Gesundheit Reinelt OHG,"{'street': 'Splitting rechts 54', 'streetAddition': '', 'zip': '26871', 'city': 'Papenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.069439977073, 'lon': 7.4447089552271}",0,,,[],+49 4961 997211,"Splitting rechts 54, 26871 Papenburg","Sanitätsfachhandel, Reha-Technik und Medizintechnik","Haus der Gesundheit Reinelt OHG ist ein Anbieter von Sanitätsfachhandel, Reha-Technik und Medizintechnik. Das Unternehmen zeichnet sich durch ein breites Sortiment, attraktive Preise, fachkundige Beratung und kundenfreundliche Öffnungszeiten aus. Der Fokus liegt darauf, Kunden mit Produkten wie Rollatoren, Pflegebetten, Rollstühlen, Inkontinenzhilfen, Bandagen und Kompressionsstrümpfen zu versorgen.","Jan Reinelt, Herbert Reinelt, Christin Reinelt Brauer",HRA 202920 Amtsgericht Osnabrück,,,https://www.companyhouse.de/Haus-der-Gesundheit-Reinelt-OHG-Papenburg
58180,330902933,Haus der Senioren   Hilfsmittel,"{'street': 'Winterseitenweg 3', 'streetAddition': '', 'zip': '97340', 'city': 'Marktbreit', 'phone': '', 'title': '', 'active': False}","{'lat': 49.665227988595, 'lon': 10.147376995262}",0,,,[],,,,,,,,,
64985,510837591,Haus Don-Bosco Caritas-Altenhilfe für die Region Konstanz gGmbH,"{'street': 'Salesianerweg 3-5', 'streetAddition': '', 'zip': '78464', 'city': 'Konstanz', 'phone': '', 'title': '', 'active': False}","{'lat': 47.672529940112, 'lon': 9.1964939176838}",0,,,[],,,,,,,,,
59177,510308410,Haus Dorotheenhof Schwarmstedt,"{'street': 'Im Moorgartenfeld 4', 'streetAddition': '', 'zip': '29690', 'city': 'Schwarmstedt', 'phone': '', 'title': '', 'active': False}","{'lat': 52.676022961386, 'lon': 9.6204559719807}",0,,,[],,,,,,,,,
59215,511407149,Haus Elbwiesenhof Dresden-Gruna,"{'street': 'Bodenbacher Str. 47', 'streetAddition': '', 'zip': '01277', 'city': 'Dresden', 'phone': '', 'title': '', 'active': False}","{'lat': 51.031094986145, 'lon': 13.786235986742}",0,,,[],,,,,,,,,
59175,511413591,Haus Elstertalblick,"{'street': 'Elstertalblick 2', 'streetAddition': '', 'zip': '08527', 'city': 'Neundorf', 'phone': '', 'title': '', 'active': False}","{'lat': 50.489738975614, 'lon': 12.089644952646}",0,,,[],,,,,,,,,
59071,510653636,Haus Elz   Seniorenzentrum,"{'street': 'Schulstr. 20', 'streetAddition': '', 'zip': '65604', 'city': 'Elz', 'phone': '', 'title': '', 'active': False}","{'lat': 50.41569396641, 'lon': 8.0344459323923}",0,,,[],,,,,,,,,
56038,510403494,Haus Emmaus gGmbH   Alten- und Pflegeheim,"{'street': 'Adelenstr. 68', 'streetAddition': '', 'zip': '28239', 'city': 'Bremen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.123715952079, 'lon': 8.7461809523372}",0,,,[],,,,,,,,,
59883,510648876,Haus Europa Inh. Edi Hodzic  Senioren- und Pflegeheim,"{'street': 'Rotlippstr. 49', 'streetAddition': '', 'zip': '63683', 'city': 'Ortenberg', 'phone': '', 'title': '', 'active': False}","{'lat': 50.350731943977, 'lon': 9.0422929787676}",0,,,[],,,,,,,,,
59463,510942704,Haus Frankenhöhe GmbH   Seniorenheim,"{'street': 'Steinbacher Str. 174', 'streetAddition': '', 'zip': '95179', 'city': 'Geroldsgrün', 'phone': '', 'title': '', 'active': False}","{'lat': 50.363155976712, 'lon': 11.597167942472}",0,,,[],+49 9288 9711,"Steinbacherstr. 174, 95179 Geroldsgrün",Pflege und Betrieb von Seniorenwohn- und Pflegeheimen,"Seniorenheim Haus Frankenhöhe GmbH bietet Pflegeleistungen an, insbesondere im Bereich der ambulanten Pflegedienste und im Betrieb eines Seniorenwohn- und Pflegeheims. Das Unternehmen zeichnet sich durch ein zuverlässiges Team aus fachkundigen Mitarbeitern aus, eine überragende Ausbildung und Berufserfahrung besitzen. Der Zweck der Geschäftstätigkeit von Seniorenheim Haus Frankenhöhe GmbH ist es, Menschen in alternden Jahren zu pflegen und zu betreuen.",Florian Hudetz,HRB 3884 Amtsgericht Hof,,,https://www.companyhouse.de/Seniorenheim-Haus-Frankenhoehe-GmbH-Geroldsgruen
59915,510524651,Haus für Senioren Hildegardishaus  Beatmungspflege,"{'street': 'Kalbecker Str. 125', 'streetAddition': '', 'zip': '47574', 'city': 'Goch', 'phone': '', 'title': '', 'active': False}","{'lat': 51.675455688178, 'lon': 6.1809073603989}",0,,,[],,,,,,,,,
48512,511105690,Haus Gartenstadt Berlin-Rudow  Stationäre Pflege,"{'street': 'Waltersdorfer Chaussee 160', 'streetAddition': '', 'zip': '12355', 'city': 'Berlin', 'phone': '', 'title': '', 'active': False}","{'lat': 52.404044956993, 'lon': 13.510312967501}",0,,,[],,,,,,,,,
59228,510301812,Hausgemeinschaften Wiesentrift  Altenheim,"{'street': 'Weststr. 38', 'streetAddition': '', 'zip': '29640', 'city': 'Schneverdingen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.114807987595, 'lon': 9.7836449146407}",0,,,[],,,,,,,,,
59429,510714639,Haus Göttschied,"{'street': 'Dr.-Ottmar-Kohler-Str. 14', 'streetAddition': '', 'zip': '55743', 'city': 'Idar-Oberstein', 'phone': '', 'title': '', 'active': False}","{'lat': 49.719611965837, 'lon': 7.3227549298964}",0,,,[],,,,,,,,,
58842,510518129,Haus Golten gGmbH   Altenheim,"{'street': 'Haus Golten 1', 'streetAddition': '', 'zip': '47608', 'city': 'Geldern', 'phone': '', 'title': '', 'active': False}","{'lat': 51.506471981854, 'lon': 6.3103709421787}",0,,,[],,,,,,,,,
59741,260550299,Haus Hall,"{'street': 'Tungerloh-Capellen 4', 'streetAddition': '', 'zip': '48712', 'city': 'Gescher', 'phone': '', 'title': '', 'active': False}","{'lat': 51.951211994863, 'lon': 7.0233827376368}",0,info@hh-system.de,,[],+49 9951 600809,"Oberer Stadtpl. 8, 94405 Landau an der Isar",Bau- und Konstruktionslösungen,"Haus Hallen System GmbH entwickelt innovative Lösungen für den Bau von Wohn- und Gewerbeobjekten. Das Unternehmen zeichnet sich durch seine Expertise in der Verwendung von Leichtstahlbau und nachhaltigen Bauten aus. Der Zweck seiner Geschäftstätigkeit ist es, Kunden mit innovativen und effizienten Lösungen zu unterstützen, um ihre Bauprojekte erfolgreich zu realisieren.",Sergko Chizanisvili,HRB 11774 Amtsgericht Landshut,,,https://www.companyhouse.de/Haus-Hallen-System-GmbH-Landau-an-der-Isar
59784,511406035,Haus Hedwigshof   Vollstationäre Einrichtung,"{'street': 'Hedwig-Burgheim-Str. 1', 'streetAddition': '', 'zip': '04157', 'city': 'Leipzig', 'phone': '', 'title': '', 'active': False}","{'lat': 51.37574709067, 'lon': 12.358827642815}",0,,,[],,,,,,,,,
59176,510308432,Haus Helenenhof,"{'street': 'Johann-Schroth-Str. 2', 'streetAddition': '', 'zip': '29389', 'city': 'Bad Bodenteich', 'phone': '', 'title': '', 'active': False}","{'lat': 52.826812985038, 'lon': 10.683123966211}",0,,,[],,,,,,,,,
59754,512512866,Haus Herderstraße,"{'street': 'Herderstr. 3 - 5', 'streetAddition': '', 'zip': '42853', 'city': 'Remscheid', 'phone': '', 'title': '', 'active': False}","{'lat': 51.190482786893, 'lon': 7.1699645256393}",0,,,[],,,,,,,,,
58706,510530385,Haus Hörn   Altenheim,"{'street': 'Johannes-von-den-Driesch-Weg 4', 'streetAddition': '', 'zip': '52074', 'city': 'Aachen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.780497363296, 'lon': 6.0575124373525}",0,,,[],,,,,,,,,
58673,510539807,Haus Hörn   Hospiz,"{'street': 'Johannes-von-den-Driesch-Weg 4', 'streetAddition': '', 'zip': '52074', 'city': 'Aachen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.780497363296, 'lon': 6.0575124373525}",0,,,[],,,Kirche,,"Prof. Dr. Roman Johannes Rolke, Dr. Dominik Groß",,,,https://www.companyhouse.de/Foerderverein-fuer-das-Hospiz-im-Haus-Hoern-eV-Aachen
58674,510539794,Haus Hörn   Intensive Langzeitpflege,"{'street': 'Johannes-von-den-Driesch-Weg 4', 'streetAddition': '', 'zip': '52074', 'city': 'Aachen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.780497363296, 'lon': 6.0575124373525}",0,,,[],,,,,,,,,
58783,511002630,Haus Hubwald   Behindertenbereich,"{'street': 'Vor der Hub', 'streetAddition': '', 'zip': '66571', 'city': 'Eppelborn', 'phone': '', 'title': '', 'active': False}","{'lat': 49.37741507666, 'lon': 6.9534455690016}",0,,,[],,,,,,,,,
58809,511000193,Haus Hubwald   Pflegebereich,"{'street': 'Vor der Hub', 'streetAddition': '', 'zip': '66571', 'city': 'Eppelborn', 'phone': '', 'title': '', 'active': False}","{'lat': 49.37741507666, 'lon': 6.9534455690016}",0,,,[],,,,,,,,,
58954,510593234,Haus Husemann Haus 1   Pflegeheim,"{'street': 'Untere Husemannstr. 36', 'streetAddition': '', 'zip': '59425', 'city': 'Unna', 'phone': '', 'title': '', 'active': False}","{'lat': 51.541888971035, 'lon': 7.6843209927051}",0,,,[],,,,,,,,,
58950,510597158,Haus Husemann Haus 2   Pflegeheim,"{'street': 'Untere Husemannstr. 34', 'streetAddition': '', 'zip': '59425', 'city': 'Unna', 'phone': '', 'title': '', 'active': False}","{'lat': 51.541605988464, 'lon': 7.6853929523337}",0,,,[],,,,,,,,,
59174,511613003,Haus im Brühl,"{'street': 'Placidus-Muth-Str. 2', 'streetAddition': '', 'zip': '99084', 'city': 'Erfurt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.974030987418, 'lon': 11.016588930302}",0,,,[],,,,,,,,,
59243,510700121,Haus im Glantal   Vollstationäre Pflege,"{'street': 'Eisenbahnstr. 6', 'streetAddition': '', 'zip': '66885', 'city': 'Altenglan', 'phone': '', 'title': '', 'active': False}","{'lat': 49.547601499338, 'lon': 7.4615260461665}",0,,,[],,,,,,,,,
58724,510701907,Haus in den Auen   Stationäre Pflege,"{'street': 'In den Glanauen 1', 'streetAddition': '', 'zip': '67749', 'city': 'Offenbach-Hundheim', 'phone': '', 'title': '', 'active': False}","{'lat': 49.62715946017, 'lon': 7.5610748306698}",0,,,[],,,,,,,,,
59242,510501277,Haus Langenkamp,"{'street': 'Langenkamp 55', 'streetAddition': '', 'zip': '46325', 'city': 'Borken', 'phone': '', 'title': '', 'active': False}","{'lat': 51.855641468239, 'lon': 6.8621977567127}",0,,,[],,,,,,,,,
59185,510522886,Haus Lindental Krefeld,"{'street': 'Aldekerker Str. 2', 'streetAddition': '', 'zip': '47804', 'city': 'Krefeld', 'phone': '', 'title': '', 'active': False}","{'lat': 51.321820898432, 'lon': 6.5312954166328}",0,,,[],,,,,,,,,
59640,510641094,Haus Luise Gesellschaft für diakonische Einrichtungen mbH Alten- und Pflegeheim,"{'street': 'Saarstr. 3', 'streetAddition': '', 'zip': '61350', 'city': 'Bad Homburg', 'phone': '', 'title': '', 'active': False}","{'lat': 50.241745959138, 'lon': 8.5851119439162}",0,,,[],,,,,,,,,
59266,510721718,Haus Luzia   Vollstationäre Pflege,"{'street': 'In den Wiesen 5', 'streetAddition': '', 'zip': '54531', 'city': 'Manderscheid', 'phone': '', 'title': '', 'active': False}","{'lat': 50.092663966987, 'lon': 6.8056479112621}",0,,,[],,,,,,,,,
59629,510643007,Haus Mainblick,"{'street': 'Bebelstr. 36', 'streetAddition': '', 'zip': '65462', 'city': 'Ginsheim-Gustavsburg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.999281959616, 'lon': 8.3225509153693}",0,,,[],,,,,,,,,
58888,510964244,Haus Mainparksee Mainaschaff,"{'street': 'Albert-Einstein-Str. 1 - 5', 'streetAddition': '', 'zip': '63814', 'city': 'Mainaschaff', 'phone': '', 'title': '', 'active': False}","{'lat': 49.982303945874, 'lon': 9.0769569892881}",0,,,[],,,,,,,,,
58746,512531892,Haus Marienhöhe,"{'street': 'Buchenweg 2', 'streetAddition': '', 'zip': '53949', 'city': 'Dahlem', 'phone': '', 'title': '', 'active': False}","{'lat': 50.385108557582, 'lon': 6.5404570647209}",0,,,[],,"Schulstraße 47, 53949 Dahlem",Kirche,,"Anton Metz, Marita Schramm, Hans-Josef Schmitt",,,,https://www.companyhouse.de/Foerderverein-Haus-Marienhoehe-e-V-Dahlem
59533,510732777,Haus Marienhof Glan-Münchweiler  Seniorenwohn- und Pflegeheim,"{'street': 'Ringstr. 27', 'streetAddition': '', 'zip': '66907', 'city': 'Glan-Münchweiler', 'phone': '', 'title': '', 'active': False}","{'lat': 49.471015993992, 'lon': 7.4399469859059}",0,,,[],,,,,,,,,
58711,510531683,Haus Marienlinde   Altenheim / Kurzzeitpflege,"{'street': 'Eifelstr. 27-33', 'streetAddition': '', 'zip': '52068', 'city': 'Aachen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.774395752502, 'lon': 6.1108161306924}",0,,,[],,,,,,,,,
59782,511005041,Haus Nassau,"{'street': 'Heerstr. 33', 'streetAddition': '', 'zip': '66564', 'city': 'Ottweiler', 'phone': '', 'title': '', 'active': False}","{'lat': 49.409050993504, 'lon': 7.1694956948925}",0,,,[],,"Dorfstraße 134b, 09623 Frauenstein",Soziale Einrichtungen,Stationäre und ambulante Betreuung von Kindern und Jugendlichen gemäß Sozialgesetzbuch Teil VIII und IX.,Sven-Olaf Kersten,HRB 33831 Amtsgericht Chemnitz,,,https://www.companyhouse.de/Wohngruppe-Haus-Nassau-GmbH-Frauenstein
58744,510721569,Haus Nimstal   Pflegeeinrichtung,"{'street': 'Teichstr. 3', 'streetAddition': '', 'zip': '54614', 'city': 'Schönecken', 'phone': '', 'title': '', 'active': False}","{'lat': 50.156895990478, 'lon': 6.4653619493873}",0,,,[],,,,,,,,,
59431,510826703,Haus Osterfeld Pforzheim,"{'street': 'Grenzstr. 12', 'streetAddition': '', 'zip': '75172', 'city': 'Pforzheim', 'phone': '', 'title': '', 'active': False}","{'lat': 48.893782695663, 'lon': 8.6887144659706}",0,,,[],,,,,,,,,
58751,510943589,Haus Phönix am Muppberg,"{'street': 'Heidestr. 21', 'streetAddition': '', 'zip': '96465', 'city': 'Neustadt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.341185956135, 'lon': 11.127304941597}",0,,,[],,,,,,,,,
59389,510664719,Haus Phönix am Teichberg,"{'street': 'Eichenstr. 43', 'streetAddition': '', 'zip': '34466', 'city': 'Wolfhagen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.328665962436, 'lon': 9.1563399431359}",0,,,[],,,,,,,,,
58743,510955620,Haus Phönix Gründlach,"{'street': 'Sportplatzweg 6 e', 'streetAddition': '', 'zip': '90562', 'city': 'Heroldsberg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.524173878232, 'lon': 11.150028994518}",0,,,[],,,,,,,,,
58671,510664720,Haus Phönix Hessenallee,"{'street': 'Hessenallee 71', 'streetAddition': '', 'zip': '34613', 'city': 'Schwalmstadt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.921899960273, 'lon': 9.2313229487221}",0,,,[],,,,,,,,,
59359,512910675,Haus Phönix Neuperlach,"{'street': 'Friedrich-Engels-Bogen 4', 'streetAddition': '', 'zip': '81735', 'city': 'München', 'phone': '', 'title': '', 'active': False}","{'lat': 48.106152964324, 'lon': 11.658371959409}",0,,,[],,,,,,,,,
59259,510721730,Haus Prümtal   Vollstationäre Pflege,"{'street': 'Maximinstr. 9 a', 'streetAddition': '', 'zip': '54646', 'city': 'Bettingen', 'phone': '', 'title': '', 'active': False}","{'lat': 49.941338999121, 'lon': 6.4006309669811}",0,,,[],,,,,,,,,
59783,510809212,Haus Regine Jolberg   Stationäre Altenpflege,"{'street': 'Ottenheimer Str. 38', 'streetAddition': '', 'zip': '77963', 'city': 'Schwanau', 'phone': '', 'title': '', 'active': False}","{'lat': 48.353457982208, 'lon': 7.7618399423384}",0,,,[],,,,,,,,,
56441,510643347,Haus Rheinaue   Alten- und Pflegeheim,"{'street': 'Einsiedlerstr. 35', 'streetAddition': '', 'zip': '64579', 'city': 'Gernsheim', 'phone': '', 'title': '', 'active': False}","{'lat': 49.7489177983, 'lon': 8.4869467446134}",0,,,[],,,,,,,,,
59717,510551267,Haus Rothkirch GmbH & Co. KG  Seniorenpflegeheim,"{'street': 'Am Schievekamp 46', 'streetAddition': '', 'zip': '46419', 'city': 'Isselburg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.854019974938, 'lon': 6.4232729138859}",0,,,[],,,,,,,,,
63761,510961434,Haus Schönborn   Heim,"{'street': 'Balthasar-Neumann-Platz 1', 'streetAddition': '', 'zip': '97440', 'city': 'Werneck', 'phone': '', 'title': '', 'active': False}","{'lat': 49.980205975062, 'lon': 10.100990958431}",0,,,[],,,,,,,,,
59650,511604661,Haus Seebergblick Tüttleben,"{'street': 'Im Lämmergehege 1 b', 'streetAddition': '', 'zip': '99869', 'city': 'Tüttleben', 'phone': '', 'title': '', 'active': False}","{'lat': 50.941718964264, 'lon': 10.780690977366}",0,,,[],,,,,,,,,
59434,510714617,Haus Sentivo St. Martin   Seniorenzentrum St. Martin,"{'street': 'Wilhelmstr. 18', 'streetAddition': '', 'zip': '53474', 'city': 'Bad Neuenahr-Ahrweiler', 'phone': '', 'title': '', 'active': False}","{'lat': 50.545211996374, 'lon': 7.1015499115791}",0,,,[],,,,,,,,,
59454,510721239,Haus St. Ambrosius,"{'street': 'Auf Omesen 8', 'streetAddition': '', 'zip': '54666', 'city': 'Irrel', 'phone': '', 'title': '', 'active': False}","{'lat': 49.844410993615, 'lon': 6.4570949334906}",0,,,[],,,,,,,,,
59877,510828408,Haus Stammberg Altenhilfe der Evang. Stadt- mission Heidelberg gGmbH Abrechnung Hilfsmittel,"{'street': 'Talstr. 184', 'streetAddition': '', 'zip': '69198', 'city': 'Schriesheim', 'phone': '', 'title': '', 'active': False}","{'lat': 49.475998961521, 'lon': 8.6995279362032}",0,,,[],,,,,,,,,
59563,511000160,Haus St. Barbara,"{'street': 'Oberdorf 27', 'streetAddition': '', 'zip': '66780', 'city': 'Rehlingen-Siersburg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.402275963743, 'lon': 6.6501619323319}",0,,,[],,Dülmen,Einzelhandel,Veranstaltungsraum,"Gerald Oestreich, Norbert Mussenbrock, Uta Deutschländer",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/St-Barbara-Haus-GmbH-Duelmen
58727,511407252,Haus Steinbachhof Chemnitz,"{'street': 'Zschopauer Str. 82', 'streetAddition': '', 'zip': '09126', 'city': 'Chemnitz', 'phone': '', 'title': '', 'active': False}","{'lat': 50.823108493057, 'lon': 12.932122575672}",0,,,[],,,,,,,,,
59159,510571294,Haus Stiftstraße   Alten- und Pflegeheim,"{'street': 'Stiftstr. 16', 'streetAddition': '', 'zip': '32427', 'city': 'Minden', 'phone': '', 'title': '', 'active': False}","{'lat': 52.294085955983, 'lon': 8.913542928818}",0,,,[],,"Stiftstr. 12, 32425 Minden",Hotel- und Gaststättengewerbe,"Betrieb eines Alten- und Pflegeheimes. Die Gesellschaft ist berechtigt, andere Geschäfte gleicher oder ähnlicher Art zu tätigen, welche geeignet erscheinen, Entwicklung des Unternehmens und Erreichung des Gesellschaftszweckes zu fördem . Die Gesellschaft ist befugt, sich an anderen Gesellschaften zu beteiligen.","Raphael Gilberg, Christoph Mosler, Petra Groth",HRB 4959 Amtsgericht Bad Oeynhausen,,,https://www.companyhouse.de/Alten-und-Pflegeheim-Haus-Stiftstrasse-Betriebsgesellschaft-mbH-Minden
